en,sl
"April 2000 (GVBl, S. 340), zuletzt geändert durch Gesetz v. 22.12.2009 (GVBl. S. 630)","2 Bayerisches Pressegesetz in der Fassung der Bekanntmachung v. 19. April 2000 (GVBl, S. 340), zuletzt geändert durch Gesetz v. 22.12.2009 (GVBl. S. 630)"
"Each publicly distributed or printed newspaper, journal, or periodical must clearly indicate a ‘responsible editor’ (the full name and address of a natural person).","Vsi dnevniki, časopisi in revije, ki se javno distribuirajo ali tiskajo, morajo imeti jasno navedenega odgovornega urednika (polno ime in naslov fizične osebe)."
"The responsible editor may be required to be a permanent resident of Germany, the EU or an EEA country.","Lahko se zahteva, da je odgovorni urednik stalni rezident Nemčije, EU ali države EGP."
Exceptions may be allowed by the Federal Minister of the Interior.,Zvezni minister za notranje zadeve lahko dovoli izjeme.
"§ 59e, § 59f, § 206 Bundesrechtsanwaltsordnung (BRAO; Federal Lawyers Order)","§ 59e, § 59f, § 206 Bundesrechtsanwaltsordnung (BRAO; zvezni pravilnik o odvetništvu)"
"Full admission to the Bar is required for the practice of legal services in respect of German law, including representation before courts.","Za opravljanje pravnih storitev na področju nemškega prava, vključno z zastopanjem pred sodišči, se zahteva polno članstvo v odvetniški zbornici."
"Only EEA or Swiss lawyers may be admitted to the Bar, and are thus entitled to provide legal services in respect of German law (EuRAG).","V odvetniško zbornico se lahko včlanijo le odvetniki iz EGP ali Švicarske konfederacije, ki lahko tako izvajajo pravne storitve na področju nemškega prava (EuRAG)."
"According to the Federal Lawyers Order (§§ 59e, 59f BRAO), only German lawyers, EEA lawyers, EU lawyers or lawyers of the Swiss Confederation are allowed to provide legal services through commercial presence, in the form of a Anwalts-GmbH or Anwalt-AG.","V skladu s pravilnikom o odvetništvu (§§ 59e, 59f BRAO) lahko samo nemški odvetniki ter odvetniki iz EGP, EU in Švicarske federacije izvajajo pravne storitve prek tržne prisotnosti, in sicer v obliki „Anwalts-GmbH“ ali „Anwalt-AG“."
Lawyers from other countries (§ 206 BRAO) may have their commercial presence in the form of Anwalts-GmbH or Anwalt-AG by acquiring minority shares only.,Odvetniki iz drugih držav (§ 206 BRAO) imajo lahko tržna prisotnost v obliki „Anwalts-GmbH“ ali „Anwalt-AG“ samo z nakupom manjšinskih deležev.
Legal services: patent lawyers,Pravne storitve patentni odvetniki
"Third country patent lawyers (non-EU, EEA Member States or the Swiss Confederation) are not allowed to act as patent lawyers (§ 154a PAO) in Germany.",Patentni odvetniki iz tretjih držav (držav nečlanic EU ali EGP razen Švicarske federacije) v Nemčiji ne smejo delovati kot patentni odvetniki (§ 154a PAO).
"According to the Patentanwaltsordnung (§§ 52e, 52f PAO), only German patent lawyers, EEA patent lawyers, EU patent lawyers or patent lawyers of the Swiss Confederation are allowed to provide legal services through commercial presence, in the form of a Patentanwalts-GmbH or Patentanwalt-AG.","V skladu s Patentanwaltsordnung (§§ 52e, 52f PAO) lahko samo nemški patentni odvetniki ter patentni odvetniki iz EGP, EU in Švicarske federacije izvajajo pravne storitve prek tržne prisotnosti, in sicer v obliki „Patentanwalts-GmbH“ ali „Patentanwalt-AG“."
Patent Lawyers from other countries (§ 154a PAO) may have their commercial presence in the form of Patentanwalts-GmbH or Patentanwalt-AG by acquiring minority shares only.,Odvetniki iz drugih držav (§ 154a PAO) imajo lahko tržno prisotnost v obliki „Patentanwalts-GmbH“ ali „Patentanwalt-AG“ samo z nakupom manjšinskih deležev.
"CPC 86211, CPC 86212 (other than accounting services), CPC 86213, CPC 86219, CPC 86220)","CPC 86211, CPC 86212 (razen računovodskih storitev), CPC 86213, CPC 86219, CPC 86220"
"Handelsgesetzbuch, HGB, (Code of Commercial Law)","Handelsgesetzbuch, HGB (trgovinski zakonik)"
"Wirtschaftsprüferordnung, WPO, (Public Accountant Order)","Wirtschaftsprüferordnung, WPO (pravilnik o revizorjih)"
Auditing companies (‘Wirtschaftsprüfungsgesellschaften’) may only adopt certain German legal forms.,Revizijske družbe (Wirtschaftsprüfungsgesellschaften) imajo lahko samo določene nemške pravne oblike.
"Incorporated companies, associations limited by shares, limited liability companies, general partnerships, limited commercial partnerships, other partnerships and European companies (SE) may be recognised as ‘Wirtschaftsprüfungsgesellschaften’.","Delniške družbe, komanditne delniške družbe, družbe z omejeno odgovornostjo, družbe z neomejeno odgovornostjo, komanditne družbe, druge vrste osebnih družb in evropske družbe (SE) lahko štejejo za „Wirtschaftsprüfungsgesellschaften“."
"General partnerships and limited commercial partnerships may be recognised as ‘Wirtschaftsprüfungsgesellschaften’ if they are listed as trading partnerships in the commercial register on the basis of their fiduciary activities, art. 27 WPO.","Družbe z neomejeno odgovornostjo in komanditne družbe lahko štejejo za „Wirtschaftsprüfungsgesellschaften“, če so v registru gospodarskih družb vpisane kot trgovske družbe na podlagi njihovih fiduciarnih dejavnosti, čl. 27 WPO."
The entity ‘GmbH & Co. Kommanditgesellschaft’ may carry out accounting and auditing services.,Entiteta „GmbH & Co. Kommanditgesellschaft“ lahko izvaja računovodske in revizijske storitve.
Establishment in the EU is required in order to provide auditing services.,Za izvajanje revizijskih storitev se zahteva sedež v EU.
"However, auditors from Canada registered in accordance with art. 134 WPO may carry out the statutory audit of annual financial statements or provide the consolidated financial statements of a company with its headquarters outside the EU, whose transferable securities are offered for trading in a regulated market.","Vendar lahko revizorji iz Kanade, registrirani v skladu s členom 134 WPO, izvajajo obvezne revizije letnih računovodskih izkazov ali pripravijo konsolidirane finančne izkaze družbe s sedežem zunaj EU, katere prenosljivi vrednostni papirji so na voljo za trgovanje na reguliranem trgu."
Services provided by nurses,Storitve medicinskih sester
Bundesärzteordnung (Federal Medical Regulation),Bundesärzteordnung (zvezni zakon o zdravnikih)
Gesetz über die Berufe des Psychologischen Psychotherapeuten und des Kinder- und Jugendlichenpsychotherapeuten (Act on the Provision of Psychotherapy Services of 16.07.1998),Gesetz über die Berufe des Psychologischen Psychotherapeuten und des Kinder- und Jugendlichenpsychotherapeuten (zakon o storitvah psihoterapevtov z dne 16. 7. 1998)
§ 7 Absatz 3 Musterberufordnung fuer Aerzte (German Model professional Code for doctors),§ 7 Absatz 3 Musterberufordnung fuer Aerzte (nemški strokovni kodeks za zdravnike)
"SGB V (Social Code Book No. V), Statutory Health Insurance","SGB V (zakonik o socialni varnosti, knjiga št. V), obvezno zdravstveno zavarovanje"
"§ 1 Absatz 2 and Absatz 5 Hebammengesetz (Midwife Code),","§ 1 Absatz 2 and Absatz 5 Hebammengesetz (zakonik o babicah),"
§ 291b SGB V (Social Code BookNo. V) on E-health providers,"§ 291b SGB V (zakonik o socialni varnosti, knjiga št. V) o izvajalcih storitev E-zdravje"
"Heilberufekammergesetz des Landes Baden-Württemberg in der Fassung vom 16. 03. 1995 (GBl. BW of 17.05.1995 S. 314), zuletzt geändert durch Artikel 2 des Gesetzes zur Änderung des Landespflegegesetzes und anderer berufsrechtlicher Vorschriften vom 15.06.2010 (GBl. BW of 22.06.2010, pages 427, 431)","Heilberufekammergesetz des Landes Baden-Württemberg in der Fassung vom 16. 03. 1995 (GBl. BW z dne 17.5.1995 S. 314), zuletzt geändert durch Artikel 2 des Gesetzes zur Änderung des Landespflegegesetzes und anderer berufsrechtlicher Vorschriften vom 15.06.2010 (GBl. BW z dne 22.6.2010, strani 427, 431)"
"Gesetz über die Berufsausübung, die Berufsvertretungen und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Tierärzte, Apotheker sowie der Psychologischen Psychotherapeuten und der Kinder- und Jugendlichenpsychotherapeuten (Heilberufe-Kammergesetz — HKaG) in Bayern vom 06.02.2002 (BAY GVBl 2002, page 42)","Gesetz über die Berufsausübung, die Berufsvertretungen und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Tierärzte, Apotheker sowie der Psychologischen Psychotherapeuten und der Kinder- und Jugendlichenpsychotherapeuten (Heilberufe-Kammergesetz – HKaG) in Bayern vom 06.02.2002 (BAY GVBl 2002, stran 42)"
"Gesetz über die Kammern und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Apotheker, Psychologischen Psychotherapeuten und Kinder- und Jugendpsychotherapeuten (Berliner Kammergesetz) vom 04.09.1978 (Berliner GVBl. page 1937, rev. page 1980), zuletzt geändert durch Artikel I Elftes Änderungsgesetz vom 17.03.2010 (Berliner GVBl. page 135)","Gesetz über die Kammern und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Apotheker, Psychologischen Psychotherapeuten und Kinder- und Jugendpsychotherapeuten (Berliner Kammergesetz) vom 04.09.1978 (Berliner GVBl. stran 1937, rev. stran 1980), zuletzt geändert durch Artikel I Elftes Änderungsgesetz vom 17.03.2010 (Berliner GVBl. stran 135)"
"§ 31 Heilberufsgesetz Brandenburg (HeilBerG) vom 28.04.2003, zuletzt geändert durch Artikel 2 des Gesetzes vom 11.06.2008 (GVBl. I page 134, 139)","§ 31 Heilberufsgesetz Brandenburg (HeilBerG) vom 28.04.2003, zuletzt geändert durch Artikel 2 des Gesetzes vom 11.06.2008 (GVBl. I stran 134, 139)"
"Bremisches Gesetz über die Berufsvertretung, die Berufsausübung, die Weiterbildung und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Psychotherapeuten, Tierärzte und Apotheker (Heilberufsgesetz — HeilBerG) vom 12.05.2005, zuletzt geändert durch Artikel 2 Gesetz zur Umsetzung der EU-Dienstleistungsrichtlinie im Land Bremen und Novellierung weiterer Rechtsnormen vom 24.11.2009 (Brem.GBl. page 535)","Bremisches Gesetz über die Berufsvertretung, die Berufsausübung, die Weiterbildung und die Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Psychotherapeuten, Tierärzte und Apotheker (Heilberufsgesetz – HeilBerG) vom 12.05.2005, zuletzt geändert durch Artikel 2 Gesetz zur Umsetzung der EU-Dienstleistungsrichtlinie im Land Bremen und Novellierung weiterer Rechtsnormen vom 24.11.2009 (Brem.GBl. stran 535)"
"§ 29 Heilberufsgesetz (HeilBG NRW) of 09.05.2000 in der Fassung vom 17.12.2009 (GV. NRW 2009, page 865),","§ 29 Heilberufsgesetz (HeilBG NRW) z dne 9.5.2000 in der Fassung vom 17.12.2009 (GV. NRW 2009, stran 865),"
"§ 20 Heilberufsgesetz (HeilBG Rheinland-Pfalz) of 07.02.2003 in der Fassung vom 15.09.2011 (GV. R-Pf 2011, page 425)","§ 20 Heilberufsgesetz (HeilBG Rheinland-Pfalz) z dne 7.2.2003 in der Fassung vom 15.09.2011 (GV. R-Pf 2011, stran 425)"
"Gesetz über Berufsausübung, Berufsvertretungen und Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Tierärzte, Apotheker sowie der Psychologischen Psychotherapeuten und der Kinder und Jugendlichenpsychotherapeuten im Freistaat (Sächsisches Heilberufekammergesetz — SächsHKaG) vom 24.05.1994 (SächsGVBl. page 935), zuletzt geändert durch Artikel 2 Absatz 5 des Gesetzes vom 19.05.2010 (SächsGVBl. pages 142 and 143),","Gesetz über Berufsausübung, Berufsvertretungen und Berufsgerichtsbarkeit der Ärzte, Zahnärzte, Tierärzte, Apotheker sowie der Psychologischen Psychotherapeuten und der Kinder und Jugendlichenpsychotherapeuten im Freistaat (Sächsisches Heilberufekammergesetz – SächsHKaG) vom 24.05.1994 (SächsGVBl. stran 935), zuletzt geändert durch Artikel 2 Absatz 5 des Gesetzes vom 19.05.2010 (SächsGVBl. strani 142 in 143),"
"Tierärzte/Tierärztinnen und Apotheker/Apothekerinnen im Saarland (Saarländisches Heilberufekammergesetz — SHKG) vom 19.11.2007, zuletzt geändert durch Gesetz vom 19.11.2008 (ABl. page 1930)","Tierärzte/Tierärztinnen und Apotheker/Apothekerinnen im Saarland (Saarländisches Heilberufekammergesetz – SHKG) vom 19.11.2007, zuletzt geändert durch Gesetz vom 19.11.2008 (ABl. stran 1930)"
"Geographical restrictions may be imposed on professional registration, which apply to nationals and non-nationals alike.","Za vpis v poklicni register lahko veljajo geografske omejitve, ki se uporabljajo tako za državljane kot tudi za nedržavljane."
